Column1,law_no,main,middle,small,question,answer
6571,200180001,임금,노동 일반,근로자 개념,학습지 교육상담교사의 경우 회사를 그만두었다면 퇴직금을 받을 수 있나요.,출퇴근 시간이나 업무 내용에 대해 회사의 지시를 받지 않고 학습지 회원 증가 등 실적에 따라서 돈을 받을 뿐 고정 급여가 없다면 사용종속관계가 인정되지 않아 근로자로 볼 수 없습니다(대법원 1996. 4. 26. 선고 95다20348 판결). 그렇다면 근로자퇴직급여 보장법 제9조가 적용되지 않으므로 퇴직금을 받을 수 없습니다.
6572,200168001,임금,노동 일반,근로자 개념,재봉공으로 일하고 있습니다. 작업시간이나 장소를 지정받지도 않으며 고정급여 없이 완성한 양복 상의 또는 하의 1장당 일정액의 보수만이 지급되어 왔는데 이런 경우도 퇴직일로부터 14일이 지나면 체불임금으로 신고할 수 있나요.,"작업시간이나 장소가 정해져있지 않고 고정적으로 작업장에만 있어야 하는 것이 아니며 회사의 특별한 지나, 감독이 없고, 고정 급여도 없으므로 사용종속관계에 있지 않아 근로자에 해당하지 않습니다(대법원 2001.08.21. 선고 2001도2778 판결). 그렇다면 체불임금으로 신고할 수 없습니다."
6573,200121004,임금,노동 일반,근로자 개념,사용종속관계 아는 방법은요?,"업무의 내용이 정해져있는지, 업무 지시 감독을 받는지, 근무시간과 근무장소 지정을 받는지, 취업규칙이나 회사의 인사규정을 적용받는지, 근로의 대가로 일정 급여를 받는지, 근로소득세를 원천징수하는지, 일정 기간 계속적으로 회사에 전속되어 일을 하였는지, 4대보험 가입을 했는지 등을 종합적으로 고려합니다(대법원 2006.12.07. 선고 2004다29736 판결 참조)."
6574,200073002,임금,노동 일반,근로기준법 적용 ,근로기준법에서 말하는 사업경영담당자는 누구를 의미하나요?,"사업경영담당자’란 사업경영 일반에 관하여 책임을 지는 자로서 사업주로부터 사업경영의 전부 또는 일부에 대하여 포괄적인 위임을 받고 대외적으로 사업을 대표하거나 대리하는 자를 말합니다(대법원 2008. 04. 10. 선고 2007도1199 판결). 구 근로기준법이 같은 법 각 조항에 대한 준수의무자로서의 사용자를 사업주에 한정하지 아니하고 사업경영담당자 등으로 확대한 이유가 노동현장에 있어서 근로기준법의 각 조항에 대한 실효성을 확보하기 위한 정책적 배려에 있는 만큼, 사업경영담당자는 원칙적으로 사업경영 일반에 관하여 권한을 가지고 책임을 부담하는 자로서 관계 법규에 의하여 제도적으로 근로기준법의 각 조항을 이행할 권한과 책임이 부여되었다면 이에 해당합니다."
6575,200072004,임금,노동 일반,근로기준법 적용 ,근로기준법의 사용자가 누구에요?,사용자’란 사업주 또는 사업경영담당자 기타 근로자에 관한 사항에 대하여 사업주를 위하여 행위하는 자를 말합니다(근로기준법 제2조 제1항 제2호).
6576,200071002,임금,노동 일반,근로기준법 적용 ,근로기준법상 사용자는 어떤 법적인 지위를 갖나요?,"근로기준법이 적용되는 사용자란, 근로기준법이 근로자의 보호를 위하여 정하고 있는 근로조건에 관한 사항에 대하여 강제적으로 이를 준수하지 않으면 안되는 민·형사상의 법적 책임을 부담하는 자를 말합니다."
6577,200071001,임금,노동 일반,근로기준법 적용 ,근로기준법 적용을 받는 사용자는 어떤 지위에 있게 되나요,"근로기준법이 적용되는 사용자란, 근로기준법이 근로자의 보호를 위하여 정하고 있는 근로조건에 관한 사항에 대하여 강제적으로 이를 준수하지 않으면 안되는 민·형사상의 법적 책임을 부담하는 자를 말합니다."
6578,200068002,임금,노동 일반,근로기준법 적용 ,사내도급근로자의 상시사용근로자 해당여부가 궁금합니다.,사내도급근로자는 상시사용근로자에 포함되지 않습니다(근로기준법 시행령 제7조의 2 제4항)
6579,200064004,임금,노동 일반,근로기준법 적용 ,기간제 근로자가 상시 사용하는 근로자에 포함되나요.,"상시사용하는 근로자에는 통상 근로자 외에도 일용직근로자, 단시간근로자, 기간제근로자, 외국인근로자, 동거하는 친족인 근로자 등 해당 사업 또는 사업장에서 사용한 근로자가 모두 해당됩니다(근로기준법 시행령 제7조의 2 제4항)"
6580,200064002,임금,노동 일반,근로기준법 적용 ,상시 사용하는 근로자에는 단시간근로자도 해당되나요.,"상시사용하는 근로자에는 통상 근로자 외에도 일용직근로자, 단시간근로자, 기간제근로자, 외국인근로자, 동거하는 친족인 근로자 등 해당 사업 또는 사업장에서 사용한 근로자가 모두 해당됩니다(근로기준법 시행령 제7조의 2 제4항)"
6581,200029003,임금,노동 일반,근로기준법 적용 ,회생정리절차가 개시된 회사의 대표이사도 사용자에 해당되나요,"회생정리절차가 개시되면 회사의 업무집행, 재산관리, 처분권은 관리인에게 넘어가므로 회생정리절차가 개시된 회사의 대표이사는 정리절차개시 이후에 퇴직하는 근로자의 퇴직금 및 임금지급기일에 지급될 임금을 지급해야 하는 근로기준법상 사용자에 해당되지 않습니다(대법원 1989 .0 8.08. 선고 89도426 판결)."
6582,200019001,임금,노동 일반,근로기준법 적용 ,"아파트관리사무소의 직원인데, 퇴직을 했는데도 임금을 지급받지 못하고 있습니다. 이경우 누구를 상대로 체불임금신고를 해야 하나요","실제 사용자를 상대로 신고를 해야 합니다. 아파트 관리업자와 근로계약을 체결하였다면 아파트 관리업자가 사용자입니다. 다만, 관리사무소 직원이 실제로는 입주자 대표회의를 상대로 근로를 제공하고, 대표회의로부터 급여를 받는 등 입주자 대표회의와 사용종속관계가 인정된다면 입주자 대표회의가 근로기준법상 사용자가 됩니다."
6583,200007002,임금,노동 일반,근로기준법 적용 ,대형할인매점의 판촉사원의 경우 누가 사용자가 되나요,"판촉사원들은 입점업체에게 고용되고, 입점업체의 명령에 따라 상품 판매 업무를 답당하는 것이므로 해당 입점업체와 판촉사원 사이에 사용종속관계가 있습니다. 따라서 해당 입점 업체가 사용자입니다."
6584,200001001,임금,노동 일반,근로기준법 적용 ,사용자에 해당하는 사업경영담당자는 어떤 사람을 말하나요.,사업경영 일반에 대해 책임을 지는 자로서 사업주로부터 사업경영의 전부 또는 일부에 대해 포괄적 위임을 받아 대외적으로 사업을 대표 또는 대리하는 자입니다(대법원 2008. 04. 10. 선고 2007도1199 판결).
6585,214884002,임금,노동 일반,차별적처우,"버스회사에서 정년퇴직을 하고 나서 촉탁직으로 계약 하여 다시 일하고 있는데, 정규직 근로자들에 비해 배차를 1/2 정도 밖에 못 받아서 월급도 1/2밖에 안 되는데 이것은 차별이 아닌가요?","기간제 및 단시간근로자 보호 등에 관한 법률 제2조 제3호는 임금이나 그 밖의 근로조건 등에서 합리적인 이유 없이 기간제근로자를 불리하게 처우하는 것을 차별적 처우로 규정하고 있습니다. 여기서 불리한 처우란 사용자가 임금이나 그 밖의 근로조건 등에서 기간제근로자와 비교대상 근로자를 다르게 처우함으로써 기간제근로자에게 발생하는 불이익 전반을 의미하며, 합리적인 이유가 없는 경우란 기간제근로자를 달리 처우할 필요성이 인정되지 아니하거나, 달리 처우할 필요성이 인정되더라도 방법·정도 등이 적정하지 아니한 것을 뜻합니다(대법원 2016. 12. 1. 선고 2014두43288 판결)."
6586,214854001,임금,노동 일반,근로,공무원으로 구성된 노동조합에게는 '노동조합 및 노동관계조정법'과 '공무원의 노동조합 설립 및 운영 등에 관한 법률' 중 어느 법이 적용되나요,"판례는, ""헌법 제33조 제2항은 공무원인 근로자의 경우 법률이 정하는 자에 한하여 단결권·단체교섭권 및 단체행동권을 가진다고 규정함으로써 공무원인 근로자의 노동기본권에 대하여 헌법적 제한을 두고 있으며, 노동조합 및 노동관계조정법(이하 ‘노동조합법’이라 한다) 제5조 단서는 공무원으로 구성된 노동조합(이하 ‘공무원노동조합’이라 한다)의 설립이나 가입에 관하여 따로 법률로 정하도록 규정하고 있다. 그리고 이에 따라 제정된 공무원의 노동조합 설립 및 운영 등에 관한 법률(이하 ‘공무원노조법’이라 한다)은 노동기본권이 보장되는 공무원의 범위와 공무원노동조합의 설립 및 운영 등에 관한 사항을 정하면서, 제3조 제1항에서 공무원노조법에 따른 공무원노동조합의 조직·가입, 공무원노동조합과 관련된 정당한 활동에 대하여는 노동운동 등 공무 외의 집단 행위를 금지한 국가공무원법 및 지방공무원법을 적용하지 아니하도록 규정하고 있다. 공무원으로 조직된 근로자단체는 공무원노조법에 따라 설립된 공무원노동조합인 경우에 한하여 노동기본권의 향유 주체가 될 수 있다.""고 보았습니다(대법원 2016. 12. 27. 선고 2011두921 판결)"
6587,214850001,임금,노동 일반,해고,채용조건으로 일정 수준 이상의 학위 소지자일 것을 요구하여 학위 논문을 제출하였습니다. 그런데 제 학위 논문에 표절이 있다는 것이 뒤늦게 발견되었는데 이것을 이유로 해고 당할 수도 있나요,"해고사유가 인정되더라도 사회통념상 고용관계를 계속할 수 없을 정도로 근로자에게 책임 있는 사유가 있는 경우에 한하여 해고의 정당성이 인정됩니다. 이 경우 사회통념상 고용관계를 계속할 수 없을 정도인지는 학위 논문 전체를 기준으로 한 연구부정행위의 정도, 사용자가 사전에 학위 논문의 하자를 알았더라면 근로계약을 체결하지 아니하였거나 적어도 동일 조건으로는 계약을 체결하지 아니하였으리라는 등 고용 당시의 사정뿐 아니라, 고용 이후 해고에 이르기까지 근로자가 종사한 근로의 내용과 기간, 학위 논문의 하자로 근로의 정상적인 제공에 지장을 초래하는지, 학위 논문의 하자가 드러남으로써 노사 간 및 근로자 상호 간 신뢰관계의 유지나 안정적인 기업 경영과 질서유지에 미치는 영향 그 밖에 여러 사정을 종합적으로 고려하여 판단하여야 합니다(대법원 2016. 10. 27. 선고 2015다5170 판결)."
6588,214838001,임금,노동 일반,근로,"노동조합이 주도한 쟁의행위에 참가한 일부 소수의 근로자가 폭력행위 등의 위법행위를 한 경우, 전체로서의 쟁의행위도 당연히 위법하게 되는건가요","노동조합이 주도한 쟁의행위 자체의 정당성과 이를 구성하거나 여기에 부수되는 개개 행위의 정당성은 구별하여야 하므로, 일부 소수의 근로자가 폭력행위 등의 위법행위를 하였더라도, 전체로서의 쟁의행위마저 당연히 위법하게 되는 것은 아닙니다(대법원 2017. 7. 11. 선고 2013도7896 판결)."
6589,214823001,임금,실업급여,부정수급,실업급여를 부정수급하면 기존에 받았던 실업급여를 반환해야 하나요,"거짓이나 그 밖의 부정한 방법으로 실업급여를 지급받은 경우에는 지급받은 전체 실업급여의 전부 또는 일부의 반환을 요청받을 수 있습니다.또한, 실업급여 수급액의 반환 뿐 아니라 거짓이나 그 밖의 방법에 따라 지급받은 실업급여액의 100분의 100이 추가징수 될 수 있습니다."
6590,214821001,임금,실업급여,부정수급,실업인정대상기간 중에 근로를 제공한 사실을 실업인정 신청할때 신고하지 않으면 이것도 실업급여의 부정수급이 되나요,"거짓이나 그 밖의 부정한 방법이 실업인정대상기간 중에 근로를 제공한 사실을 실업인정을 신청할 때 신고하지 않거나 사실과 다르게 신고한 경우라면 그 실업인정대상기간에 한해서만 구직급여를 받지 못하고, 취업촉진 수당은 받을 수 있습니다(「고용보험법」 제61조제2항 본문, 제68조제2항 본문 및 「고용보험법 시행령」 제80조)."
6591,214814001,임금,실업급여,구직급여,"구직급여 수급중에 다른 회사에 취업이 된경우 기존의 구직급여는 못받는 걸로 아는데, 구직급여를 전혀 받지 못하나요",구직급여 수급자격자가 소정급여일수를 2분의 1 이상 남기고 재취직하거나 영리를 목적으로 하는 사업을 영위하는 경우에 구직급여일액에 미지급일수의 2분의 1을 곱한 금액을 조기재취업 수당으로 받을 수 있습니다.“조기재취업 수당”이란 수급자격자가 안정된 직업에 재취직하거나 스스로 영리를 목적으로 하는 사업을 영위하는 경우 조기재취업 수당의 지급기준에 해당하면 받을 수 있는 실업급여를 말합니다(「고용보험법」 제64조제1항).
6592,214812001,임금,실업급여,구직급여,구직급여 수급중에 출산으로 취업이 불가능하여 실업의 인정을 받지 못하면 구직급여를 받을 수 없나요,수급자격자가 실업의 신고를 한 이후에 질병·부상 또는 출산으로 취업이 불가능하여 실업의 인정을 받지 못한 날에 대해서 그 수급자격자의 청구에 의해 구직급여일액에 해당하는 금액(이하 “상병급여”라 함)을 구직급여에 갈음하여 받을 수 있습니다(「고용보험법」 제63조제1항 본문)
6593,214774001,임금,실업급여,구직급여,구직급여를 받기 위해서는 피보험기간을 어떻게 계산하나요,"피보험기간은 그 수급자격과 관련된 이직 당시의 적용 사업에서 고용된 기간(「고용보험법」 제10조의 어느 하나에 해당하는 근로자로 고용된 기간은 제외)으로 합니다(「고용보험법」 제50조제3항 본문). 종전의 적용 사업에서 피보험자격을 상실한 사실이 있고 그 상실한 날부터 3년 이내에 현재 적용 사업에서 피보험자격을 취득한 경우에는 종전의 적용 사업에서의 피보험기간을 합산하여 피보험기간을 계산합니다(「고용보험법」 제50조제4항제1호).다만, 종전의 적용 사업의 피보험자격 상실로 인해 구직급여를 지급받은 사실이 있는 경우에는 그 종전의 적용 사업에서의 피보험기간은 제외됩니다."
6594,214772002,임금,실업급여,구직급여,"예전에 구직급여를 수급한 적이 있는데, 이후에 또다시 구직급여를 받으려면 일정기간이상 고용보험에 가입되어야 하는 건가요",피보험 단위기간은 피보험기간 중 보수 지급의 기초가 된 날을 합하여 계산합니다(「고용보험법」 제41조제1항 본문).피보험 단위기간을 계산할 때에는 최후로 피보험자격을 취득한 날 이전에 구직급여를 받은 사실이 있는 경우에는 그 구직급여와 관련된 피보험자격 상실일 이전의 피보험 단위기간은 넣지 않습니다(「고용보험법」 제41조제2항).
6595,214760001,임금,실업급여,정의,실업급여란 무엇인가요,"“실업급여”란 근로자가 실업한 상태에 있는 경우에 근로자의 생활안정과 구직활동을 촉진하기 위해서 고용보험사업의 하나로 실시되고 있는 제도를 말합니다(「고용보험법」 제1조 및 제4조). 실업급여는 구직급여와 취업촉진 수당으로 구분되며, 취업촉진 수당의 종류는 조기재취업 수당, 직업능력개발 수당, 광역 구직활동비, 이주비가 있습니다."
6596,214749001,임금,노동 일반,근로계약,사용자에게 부여되는 부수적 의무는 무엇인가요,"사용자는 근로자를 배려해야 하는 의무가 있는데 상세하게는 근로자 안전에 대한 배려의무와 근로자의 생활에 대한 배려의무, 균등대우 의무 등이 있습니다."
6597,214730002,임금,노동 일반,근로기준법 적용 ,"회사가 보험모집인과 위임계약을 맺고 보험모집인의 성과에 따라 보수를 지급하는데, 보험모집인이 근로자에 해당하나요","보험모집인이 보험회사와 위임에 유사한 관계에 있어 회사의 직접적인 지휘,감독을 받지 않으며 취업시간이나 근무장소에 대한 제한이 없다면 노무지휘관계에 있는 근로자로 보기 어렵습니다(대법 88다카28112, 1990. 5. 22.)."
6598,214727001,임금,노동 일반,근로기준법 적용 ,"우리 회사는 채용을 전제로 연수생을 모집하고 연수과정을 진행하는데, 연수생도 근로자에 해당하나요","정식입사 후 연수과정은 근로자의 적격성을 판단하기 위한 기간으로서 기능을 갖는 점도 있으나, 업무수행을 위한 직무교육 기간으로 볼 수 있다는 점, 소정의 연수과정을 마치기만 하면 채용이 확정된다는 점 등을 종합해볼 때 이와 같이 채용할 것을 전제로 한 연수생은 근로기준법상 근로자로 보아야 합니다(근기 01254-751, 1993. 4. 27.)."
6599,214718003,임금,퇴직금,퇴직금 발생 여부,안마시술소는 모두 근로기준법의 적용 제외 사업장이어서 퇴직금이 발생하지 않나요,"근로자가 그 보수를 정액의 월급이 아니라 자기가 제공한 근로의 양에 따라 수입의 일정비율을 수당의 형식으로 지급받았다고 하더라도, 그 근로형태가 사용자와의 사이에 있어서 사용종속관계를 유지하면서 특정한 근로를 제공하는 것이라면 근로기준법 제2조 소정의 근로자에 해당한다고 할 것입니다. 따라서 해고예고수당, 퇴직금을 지급하지 않고, 임금대장을 작성하지 않은 안마시술소는 근로기준법상 처벌대상이 되고, 또한 신체활동의 장애를 받는 맹인이라도 근로기준법의 적용을 배제할 수 없습니다(대법 92도647, 1992. 6. 26.)."
6600,214718001,임금,퇴직금,퇴직금 발생 여부,맹인안마사로 실적에 따라 월급여가 매달 달라지는 경우에도 근로자로 보아야 하나요,"근로자가 그 보수를 정액의 월급이 아니라 자기가 제공한 근로의 양에 따라 수입의 일정비율을 수당의 형식으로 지급받았다고 하더라도, 그 근로형태가 사용자와의 사이에 있어서 사용종속관계를 유지하면서 특정한 근로를 제공하는 것이라면 근로기준법 제2조 소정의 근로자에 해당한다고 할 것입니다. 따라서 해고예고수당, 퇴직금을 지급하지 않고, 임금대장을 작성하지 않은 안마시술소는 근로기준법상 처벌대상이 되고, 또한 신체활동의 장애를 받는 맹인이라도 근로기준법의 적용을 배제할 수 없습니다(대법 92도647, 1992. 6. 26.)."
6601,214708001,해고,징계,징계의 정당성,징계의결 결과 가부동수인 경우 위원장이 결정해도 되나요,"징계의결 결과가 가부동수인 경우 위원장이 결정한다는 규정이 있으면 이에 따르나, 규정이 없으면 부결됨이 원칙입니다"
6602,214698001,해고,징계,징계의 정당성,노동청에 진정을 자주 제기한 근로자가 있는데 징계해도 문제 없을까요,"상습적인 진정을 근거 없이 남발하여 직장화합을 해친다거나 뚜렷한 자료도 없이 사용자를 고소, 고발한다면 징계사유가 될 수 있습니다(대법 94누11767, 1995. 3. 3.). 그러나 객관적 사실관계에 의해 신고사실이 허위일 가능성이 있다는 인식을 하면서도 자신의 주장이 옳다고 생각하는 경우까지 용인되는 것은 아닙니다(대법 2000도1909, 2000. 7. 4.)."
6603,214679001,임금,임금일반,체당금,체당금을 받기 위해서 공인노무사의 지원을 받을 수 있으려면 요건이 어떻게 되나요,"사업장 규모 등 노동부령으로 정하는 기준에 해당하는 근로자가 체당금을 청구하는 경우 공인노무사로부터 체당금 청구서 작성, 사실확인 등에 관한 지원을 받을 수 있습니다(「임금채권보장법」 제7조제5항). 사업이 폐지되었거나 「임금채권보장법 시행령」 제5조제1항제2호 각목 중 하나의 사유로 사업이 폐지되는 과정에 있는 사업장, 임금 등을 지급할 능력이 없거나 「임금채권보장법 시행령」 제5조제1항제3호 각목 중 하나의 사유로 임금 등의 지급이 현저히 곤란한 사업장,「임금채권보장법 시행령」 별표1에 따라 산정한 상시근로자수가 10명 미만인 사업장,전체 상시근로자의 월 평균 보수가 고용노동부장관이 고시하는 금액 이하인 사업장 요건을 갖추면 지원을 받을 수 있습니다."
6604,214675001,임금,임금일반,체당금,임금채권 지급보장제도란 무엇인가요,"“임금채권 지급보장제도”란 사업주가 파산선고의 결정, 회생절차 개시의 결정 등의 사유로 퇴직한 근로자가 지급받지 못한 임금·퇴직금·휴업수당의 지급을 청구하면, 제3자의 변제에 관한 「민법」 제469조에도 불구하고 고용노동부장관이 사업주를 대신하여 임금·퇴직금·휴업수당을 지급하는 제도를 말합니다(「임금채권보장법」 제7조제1항 및 「임금채권보장법 시행령」제5조)."
6605,214666001,임금,노동 일반,퇴직금,"퇴직금을 중간에 정산하여 지급한 경우, 관련 서류는 얼마나 보관해야 하나요?","근로자퇴직급여 보장법 시행령 제3조제2항(2012.7.26. 시행)에 따라 퇴직금을 미리 정산하여 지급한 경우에는 근로자가 퇴직한 후 5년이 되는 날까지 관련 증명서류를 보존해야 합니다. (근로복지과-812, 2013.03.08)"
6606,214655002,임금,노동 일반,해고,근로자가 고의로 사용자의 사업에 막대한 지장을 초래한 경우에는 해고 예고수당을 받을 수 없나요?,"「근로기준법」 제26조 단서의 천재·사변, 그 밖의 부득이한 사유로 사업을 계속하는 것이 불가능한 경우 또는 근로자가 고의로 사업에 막대한 지장을 초래하거나 재산상 손해를 끼친 경우 해고예고 의무가 없어 해고예고 수당도 받을 수 없습니다."
6607,214655001,임금,노동 일반,해고,근로자가 고의로 사용자의 재산상 손해를 끼친 경우에는 해고 예고수당을 받을 수 없나요?,"「근로기준법」 제26조 단서의 천재·사변, 그 밖의 부득이한 사유로 사업을 계속하는 것이 불가능한 경우 또는 근로자가 고의로 사업에 막대한 지장을 초래하거나 재산상 손해를 끼친 경우 해고예고 의무가 없어 해고예고 수당도 받을 수 없습니다."
6608,214632001,임금,퇴직연금,퇴직연금 수급,10인 미만의 사업장은 사용자가 납입하는 부담금에 대한 수수료를 근로자 개인이 부담하나요.,"사용자는 개인형퇴직연금제도 가입자의 퇴직 등 대통령령으로 정하는 사유가 발생한 때에 해당 가입자에 대한 제2항제2호에 따른 부담금을 납입하지 아니한 경우에는 그 사유가 발생한 날부터 14일 이내에 그 부담금과 같은 항 제4호 후단에 따른 지연이자를 해당 가입자의 개인형퇴직연금제도의 계정에 납입하여야 합니다. 다만, 특별한 사정이 있는 경우에는 당사자 간의 합의에 따라 납입 기일을 연장할 수 있습니다. (근로자퇴직급여 보장법 제25조 제3항)"
6609,214626001,임금,퇴직연금,퇴직연금 수급,확정기여형퇴직연금을 운용을 근로자가 할 수 있나요.,"확정기여형퇴직연금제도의 가입자는 적립금의 운용방법을 스스로 선정할 수 있고, 반기마다 1회 이상 적립금의 운용방법을 변경할 수 있습니다. (근로자퇴직급여보장법 제21조 제1항)"
6610,214625001,임금,퇴직연금,퇴직연금 수급,사용자로부터 퇴직연금을 운용하는 퇴직연금사업자로부터 퇴직연금이 적립금이 적은 경우 근로자는 퇴직연금의 적립금 현황 안내 받을 수 있나요.,"확정급여형퇴직연금제도의 운용관리업무를 수행하는 퇴직연금사업자는 매 사업연도 종료 후 6개월 이내에 고용노동부령으로 정하는 바에 따라 산정된 적립금이 최소적립금을 상회하고 있는지 여부를 확인하여 그 결과를 대통령령으로 정하는 바에 따라 사용자에게 알려야 한다. 다만, 최소적립금보다 적은 경우에는 그 확인 결과를 근로자대표에게도 알려야 합니다. (근로자퇴직급여 보장법 제16조 제2항) 퇴직연금이 최소적립금보다 적은 경우에 일반 근로자는 근로자대표를 통해 적립금 현황을 안내 받을 수 있습니다."
6611,214612001,임금,퇴직금,퇴직금 산정,근속기간 중 근로제공의 형태의 변경이 있는 경우 그에 따른 근무기간도 퇴직금 산정은 적법하나요.,"임시 직원으로 채용되어 근무하다가 중간에 정규 직원으로 채용되어 공백기간 없이 계속 근무한 경우처럼 근속기간 중에 근로 제공 형태(직종 또는 직류)의 변경이 있는 경우에도 임시 직원으로서의 근무기간과 정규 직원으로서의 근무기간을 통산한 기간을 퇴직금 산정의 기초가 되는 계속 근로연수로 보아야 할 것이나, 계속 근무 기간의 중간에 직류 변경이 있고 직류에 따라 퇴직금지급률에 차이가 있는 경우의 퇴직금 산정 방법에 관하여 취업규칙이나 단체협약에 규정이 있고 그것이 근로기준법 제28조 제1항의 규정에 위반하지 아니하는 한 그 규정에 따르면 적법합니다. (대법 97다 19366, 1997.09.05)"
6612,214605002,임금,최저임금,최저임금 결정,알바 계약서에 시간급 표시를 해야 하나요,최저임금액(최저임금으로 정한 금액을 말한다. 이하 같다)은 시간·일(日)·주(週) 또는 월(月)을 단위로 하여 정합니다. 이 경우 일·주 또는 월을 단위로 하여 최저임금액을 정할 때에는 시간급(時間給)으로도 표시하여야 합니다. (최저임금법 제5조 제 1항)
6613,214567001,임금,노동 일반,휴직,기간제 근로자의 사용기간이나 파견근로자의 근로자파견기간에 육아휴직기간이 산입되나요.,기간제근로자 또는 파견근로자의 육아휴직 기간은 「기간제 및 단시간근로자 보호 등에 관한 법률」 제4조에 따른 사용기간 또는 「파견근로자보호 등에 관한 법률」 제6조에 따른 근로자파견기간에 산입하지 않습니다(남녀고용평등과 일·가정 양립 지원에 관한 법률 제19조 제5항).
6614,214530001,임금,노동 일반,취업규칙,경영상 어려움으로 연장근로를 금지하는 경우 근로자의 동의가 필요한가요,"사용자가 경영상의 이유 등으로 법정근로시간을 초과하는 연장근로를 축소 또는 폐지하는 것은 근로조건의 불이익한 변경에 해당하지 않으므로 그에 따른 취업규칙 변경시 근기법 제94조 단서에 의해 근로자의 집단적 동의를 얻을 필요가 없고 의견만 청취하면 됩니다(대법 근기68207-286, 2003.03.13)."
6615,214526001,임금,퇴직금,퇴직금 지급,일용직근로자로 일하면서 근무기간이 1년이 넘은 경우 퇴직공제금을 받을 수 없나요,건설일용근로자라도 같은 사업주에게 1년이상 계속 고용되어 '근로자퇴직급여 보장법'에 의한 퇴직금 지급대상이 되는 경우에는 13개월이 되는 시점 이후부터는 퇴직공제 적용이 제외되어 매월 근로일수 신고대상에서 제외됩니다.
6616,214509001,임금,노동 일반,취업규칙,취업규칙을 보니 휴직기간에 주휴일을 유급으로 한다는 규정이 있습니다. 이 경우에 사용자에게 휴직기간 동안 못받은 주휴일수당을 요구할 수 있나요,근로기준법 제55조에 의한 주휴일에 대해서는 1주간 소정근로일에 근로를 제공한 것에 대한 피로회복과 여가활용의 기회를 부여하기 위한 것으로 입법취지상 무급으로 주휴일을 부여할 수 있습니다. 하지만 취업규칙 등에 병가기간 중 휴일(주휴일)에 대해 유급으로 한 규정이 있는 경우 유리의 원칙상 취업규칙이 먼저 적용되어 주휴일 수당을 지급해야 합니다.
6617,214497002,임금,노동 일반,취업규칙,이사회의 의결을 통해 취업규칙 불이익변경이 가능한가요,"사용자는 취업규칙을 근로자에게 불리하게 변경하는 경우 해당 사업 또는 사업장에 근로자의 과반수로 조직된 노동조합이 있는 경우에는 그 노동조합, 근로자의 과반수로 조직된 노동조합이 없는 경우에는 근로자의 과반수의 동의를 받아야 합니다(근로기준법 제94조 제1항)."
6618,214497001,임금,노동 일반,취업규칙,노사협의회의 동의를 통해 취업규칙 불이익변경이 가능한가요,"사용자는 취업규칙을 근로자에게 불리하게 변경하는 경우 해당 사업 또는 사업장에 근로자의 과반수로 조직된 노동조합이 있는 경우에는 그 노동조합, 근로자의 과반수로 조직된 노동조합이 없는 경우에는 근로자의 과반수의 동의를 받아야 합니다(근로기준법 제94조 제1항)."
6619,214480001,임금,노동 일반,야간근로,노동법에 따라 야간근로를 최장 몇 개월까지 할 수 있나요,야간근로 자체에 대한 제한은 (연소근로자나 여성근로자가 아니라면) 없습니다. 연장근로시간의 길이에 대한 제한이 있을 뿐입니다.
6620,214471001,임금,노동 일반,휴가,연차 계산에 인턴기간도 포함되나요,"연차 계산을 위한 계속 근로연수에 인턴 기간도 당연히 포함됩니다. 따라서, 최초 입사일인 16년 8월부터 1년이 경과하면 연차는 발생합니다.(물론, 1년 미만 기간의 근로자에게는 1개월 개근시 1일의 연차가 발생합니다.)"
6621,214462001,임금,임금일반,임금반납,경영난으로 인해 임금삭감을 하는 경우에는 어떤 절차를 거쳐야 하나요?,단체협약 또는 취업규칙 등의 변경을 통하여 실현될 수 있습니다.
6622,214460001,임금,임금일반,임금반납,경영상 어려움을 줄이고자 단체협약의 변경을 통해 이미 발생한 임금을 반납하도록 할 수 있나요?,근로자 본인에게 이미 귀속된 채권이므로 개별근로자와의 합의(동의)가 있으면 유효합니다.
6623,214450003,임금,노동 일반,근로계약,레스토랑에서는 유리잔이 많아 직원들이 많이 깹니다. 이를 이유로 유리잔을 깰 경우 월급의 10%를 공제한다는 규정을 둘 경우 법적으로 문제 없나요?,"사용자는 근로계약 불이행에 대한 위약금 또는 손해배상액을 예정하는 계약을 체결하지 못하고, 위반시 500만 원 이하의 벌금에 처해집니다(근로기준법 제20조 및 제114조). 이러한 계약을 체결하면 바로 위반이 성립되며, 계약 자체가 무효이므로 위약금이나 손해배상액을 징수할 수 없습니다."
6624,214445001,임금,노동 일반,차별적처우,다른 파견업체에 고용되어 한 사업장에 파견된 근로자들이 제 각각 임금이 다른 경우에 차별 아닌가요?,"다른 용역회사 근로자분은 채용경로에 차이가 있고, 채용경로의 차이로 임금의 차이가 발생하는 것은 다른 것을 다르게 취급하는 경우이므로(대법 2013다1051, 2015. 10. 29) 차별적 처우에 해당되지 않습니다."
6625,214439001,임금,노동 일반,여성과 소년,18세 미만의 근로자를 채용하여 부모님 동의서를 받아놨습니다. 근로계약서도 부모님과 작성해야하나요?,미성년자라고 하더라도 근로계약서를 작성할 때에는 근로자와 직접 서면으로 근로계약서를 체결하고 체결된 근로계약서를 근로자에게 교부해야 합니다.
